tokens:
  名詞 	 ログアウト
  激しい
	 --> 空爆に
  空爆に
	 --> さらされると、
  さらされると、
	 --> [19]
  同月
	 --> 23日、
  23日、
	 --> [19]
  ラウレル政権は
	 --> [19]
  アメリカと
	 --> イギリスに対して
  イギリスに対して
	 --> 行った
  宣戦布告を
	 --> 行った
  行った
	 --> [19]
  [19]
	 --> None
  しかし
	 --> 握った
  同年
	 --> 末に
  末に
	 --> 反攻上陸、
  米軍が
	 --> 反攻上陸、
  反攻上陸、
	 --> 握った
  フィリピン・コモンウェルスが
	 --> 握った
  再び
	 --> 握った
  権力を
	 --> 握った
  握った
	 --> None
  第二次世界大戦によって
	 --> なり
  110万人の
	 --> フィリピン人が
  フィリピン人が
	 --> なり
  犠牲と
	 --> なり
  なり
	 --> あった
  [
	 --> 20]、マニラに
  20]、マニラに
	 --> あった
  20棟
	 --> あった
  あった
	 --> 16世紀から
  16世紀から
	 --> 17世紀にかけて
  17世紀にかけて
	 --> 建立された
  建立された
	 --> バロック様式の
  バロック様式の
	 --> 教会は、
  教会は、
	 --> 破壊された
  アメリカ軍の
	 --> 攻撃により
  攻撃により
	 --> 破壊された
  2つを
	 --> 残して
  残して
	 --> 破壊された
  破壊された
	 --> None
  再独立[編集]
	 --> None
  1945年の
	 --> 日本敗戦に
  日本敗戦に
	 --> 伴い、
  伴い、
	 --> 戻る
  独立を
	 --> 失い
  失い
	 --> 戻る
  アメリカの
	 --> 植民地に
  植民地に
	 --> 戻る
  戻る
	 --> ことを
  ことを
	 --> 余儀なくされる
  余儀なくされる
	 --> ことと
  ことと
	 --> なったが、
  なったが、
	 --> 再独立した
  1946年の
	 --> マニラ条約で、
  マニラ条約で、
	 --> 約束されていた
  フィリピン・コモンウェルスの
	 --> 組織を
  組織を
	 --> 引き継ぎ、
  引き継ぎ、
	 --> 約束されていた
  戦前から
	 --> 約束されていた
  約束されていた
	 --> フィリピン第三共和国が
  フィリピン第三共和国が
	 --> 再独立した
  再独立した
	 --> None
  冷戦下では
	 --> 壊滅した
  地主支配
	 --> （アシエンダ）打倒を
  （アシエンダ）打倒を
	 --> 訴える
  訴える
	 --> 共産系の
  共産系の
	 --> フクバラハップが
  フクバラハップが
	 --> 拡大し、
  勢力を
	 --> 拡大し、
  拡大し、
	 --> 続いたが、
  ルソン島では
	 --> 続いたが、
  ゲリラ戦争が
	 --> 続いたが、
  続いたが、
	 --> 壊滅した
  1950年代中に
	 --> 壊滅した
  共産ゲリラは
	 --> 壊滅した
  アメリカからの
	 --> 支援を
  全面的な
	 --> 支援を
  支援を
	 --> 受けた
  受けた
	 --> ラモン・マグサイサイの
  ラモン・マグサイサイの
	 --> 手によって
  手によって
	 --> 壊滅した
  一度
	 --> 壊滅した
  壊滅した
	 --> None
  その後、
	 --> 行われた
  親米政権によって
	 --> 行われた
  農地改革が
	 --> 行われた
  行われた
	 --> ものの、
  ものの、
	 --> なった
  実効性には
	 --> 乏しい
  乏しい
	 --> ものと
  ものと
	 --> なった
  なった
	 --> None
  マルコス独裁[編集]
	 --> None
  1965年より
	 --> 唱える
  反共産主義を
	 --> 唱える
  唱える
	 --> フェルディナンド・マルコス大統領が
  フェルディナンド・マルコス大統領が
	 --> 築いた
  マルコス独裁国家
	 --> 築いた
  （英語版）体制を
	 --> 築いた
  築いた
	 --> None
  アメリカ合衆国からの
	 --> 支持を
  支持を
	 --> 得た
  得た
	 --> マルコス政権は、
  マルコス政権は、
	 --> [要出典]
  20年に
	 --> 渡る
  渡る
	 --> 開発独裁政権と
  開発独裁政権と
	 --> なり、
  なり、
	 --> 発生した
  イメルダ・マルコス大統領夫人を
	 --> する
  はじめと
	 --> する
  する
	 --> 取り巻きによって、
  取り巻きによって、
	 --> 発生した
  私物化され
	 --> 腐敗した
  腐敗した
	 --> 政権に対して、
  政権に対して、
	 --> 受けた
  中華人民共和国や
	 --> ソビエト連邦からの
  ソビエト連邦からの
	 --> 支援を
  支援を
	 --> 受けた
  受けた
	 --> 再建共産党の
  モロ民族解放戦線や
	 --> 再建共産党の
  再建共産党の
	 --> 新人民軍
  新人民軍
	 --> 武装蜂起が
  （NPA）による
	 --> 武装蜂起が
  武装蜂起が
	 --> 発生した
  発生した
	 --> [要出典]
  [要出典]
	 --> None
  エドゥサ革命[編集]
	 --> None
  民衆の
	 --> 不満が
  不満が
	 --> 高まった
  高まった
	 --> ため、
  ため、
	 --> 起きた
  1986年
	 --> 2月
  2月
	 --> 22日に
  22日に
	 --> 起きた
  起きた
	 --> ピープル・パワー革命）で
  「エドゥサ革命」
	 --> ピープル・パワー革命）で
  （二月
	 --> 革命、
  革命、
	 --> ピープル・パワー革命）で
  ピープル・パワー革命）で
	 --> 崩壊し、
  マルコス政権は
	 --> 崩壊し、
  崩壊し、
	 --> 成立した
  現在の
	 --> フィリピン第四共和国体制が
  フィリピン第四共和国体制が
	 --> 成立した
  成立した
	 --> None
  この
	 --> 革命は
  革命は
	 --> 出来事であった
  同年
	 --> 2月
  2月
	 --> 22日の
  22日の
	 --> 国軍改革派将校の
  国軍改革派将校の
	 --> 決起から
  決起から
	 --> 至る
  25日の
	 --> コリーアキノ政権樹立に
  コリーアキノ政権樹立に
	 --> 至る
  至る
	 --> 出来事であった
  4日間の
	 --> 出来事であった
  出来事であった
	 --> None
  民主化を
	 --> 求める
  求める
	 --> 市民が、
  市民が、
	 --> 起こした
  マニラ首都圏の
	 --> 中心部で
  中心部で
	 --> 集会、
  デモや
	 --> 集会、
  集会、
	 --> 行動を
  座り込みや
	 --> 兵士に
  兵士に
	 --> 渡す
  花束を
	 --> 渡す
  渡す
	 --> 行動を
  行動を
	 --> 起こした
  起こした
	 --> None
  その
	 --> 模様を
  模様を
	 --> リアルタイムで、
  リアルタイムで、
	 --> 生放送した
  多くの
	 --> テレビカメラの
  テレビカメラの
	 --> 放列が
  放列が
	 --> 生放送した
  世界中に
	 --> 生放送した
  生放送した
	 --> None
  これら
	 --> マスメディアの
  マスメディアの
	 --> 報道が
  報道が
	 --> なり、
  心理的圧力と
	 --> なり、
  なり、
	 --> [21]
  フィリピン共和国軍は
	 --> [21]
  市民に
	 --> [21]
  銃を
	 --> [21]
  発砲出来
	 --> 無かった
  無かった
	 --> [21]
  [21]
	 --> None
  マルコスと
	 --> イメルダは
  イメルダは
	 --> [22]
  アメリカ合衆国ハワイ州に
	 --> 亡命した
  亡命した
	 --> [22]
  [22]
	 --> None
  新人民軍による
	 --> 三井物産マニラ支店長誘拐事件
  三井物産マニラ支店長誘拐事件
	 --> 3月31日）が
  （1986年
	 --> 11月15日
  11月15日
	 --> - 1987年
  - 1987年
	 --> 3月31日）が
  3月31日）が
	 --> 発生
  発生
	 --> None
  第二次世界大戦後の
	 --> 冷戦期間中の
  冷戦期間中の
	 --> フィリピンは、
  フィリピンは、
	 --> 提供していたが、
  同じく
	 --> 属す
  西側諸国に
	 --> 属す
  属す
	 --> ことと
  ことと
	 --> なった
  なった
	 --> 日本と
  日本と
	 --> 同様に、
  同様に、
	 --> なり、
  極東アジアにおける
	 --> アメリカの
  アメリカの
	 --> 拠点と
  重要な
	 --> 拠点と
  拠点と
	 --> なり、
  なり、
	 --> 提供していたが、
  米軍に
	 --> 提供していたが、
  基地を
	 --> 提供していたが、
  提供していたが、
	 --> 撤退した
  1990年代
	 --> 初頭の
  初頭の
	 --> 冷戦終結を
  冷戦終結を
	 --> 受けた
  受けた
	 --> 米軍の
  米軍の
	 --> アジア駐留軍縮小、
  アジア駐留軍縮小、
	 --> 撤退した
  および
	 --> 撤退した
  ピナトゥボ山の
	 --> 噴火に
  噴火に
	 --> 伴う
  伴う
	 --> 基地機能の
  基地機能の
	 --> 低下、
  低下、
	 --> 高揚、
  フィリピン国内の
	 --> ナショナリズムの
  ナショナリズムの
	 --> 高揚、
  高揚、
	 --> フィリピン共和国憲法改正により、
  フィリピン共和国憲法改正により、
	 --> 撤退した
  在比米軍は
	 --> 撤退した
  軍備を
	 --> 集約し、
  沖縄に
	 --> 集約し、
  集約し、
	 --> 撤退した
  フィリピンから
	 --> 撤退した
  撤退した
	 --> None
  フィリピン紛争[編集]
	 --> None
  フィリピンの
	 --> 共産主義勢力フクバラハップは、
  共産主義勢力フクバラハップは、
	 --> 続けたが、
  第二次世界大戦中に
	 --> 戦い、
  日本軍と
	 --> 戦い、
  戦い、
	 --> 続けたが、
  日本軍の
	 --> 撤退後も
  撤退後も
	 --> 続けたが、
  アメリカ軍と
	 --> 独立後の
  独立後の
	 --> フィリピン政府軍と
  フィリピン政府軍と
	 --> 続けたが、
  戦闘を
	 --> 続けたが、
  続けたが、
	 --> 制圧された
  1954年までに
	 --> 制圧された
  マグサイサイ指揮下の
	 --> フィリピン政府軍に
  フィリピン政府軍に
	 --> 制圧された
  制圧された
	 --> None
  1969年、
	 --> 開始した
  毛沢東主義による
	 --> 革命と
  革命と
	 --> 体制変革を
  体制変革を
	 --> めざす
  めざす
	 --> （再建共産党）は
  フィリピン共産党
	 --> （CPP）
  （CPP）
	 --> （再建共産党）は
  （再建共産党）は
	 --> 開始した
  新人民軍
	 --> （NPA New Peoples Army）を
  （NPA New Peoples Army）を
	 --> 結成し、
  結成し、
	 --> 開始した
  フィリピン政府軍に対する
	 --> 武装闘争を
  武装闘争を
	 --> 開始した
  開始した
	 --> None
  NPAは、
	 --> 継続中である
  ルソン島を
	 --> 中心に
  中心に
	 --> 展開し、
  フィリピン全国に
	 --> 展開し、
  展開し、
	 --> 繰り返し、
  フィリピンの
	 --> 軍隊・警察・インフラ・企業に対する
  軍隊・警察・インフラ・企業に対する
	 --> 武力攻撃を
  武力攻撃を
	 --> 繰り返し、
  繰り返し、
	 --> 継続しているが、
  フィリピン政府軍は
	 --> 継続しているが、
  NPAの
	 --> 武力攻撃に対して
  武力攻撃に対して
	 --> 継続しているが、
  掃討戦を
	 --> 継続しているが、
  継続しているが、
	 --> 継続中である
  海外の
	 --> テロ支援国家の
  テロ支援国家の
	 --> 支援を
  支援を
	 --> 受ける
  受ける
	 --> NPAを
  NPAを
	 --> 完全制圧する
  完全制圧する
	 --> ことは
  ことは
	 --> 難しく、
  難しく、
	 --> 継続中である
  2013年時点、
	 --> 武力行使は
  武力行使は
	 --> 継続中である
  継続中である
	 --> None
  ミンダナオ地区に
	 --> 作る
  イスラム教による
	 --> 自治区を
  自治区を
	 --> 作る
  作る
	 --> ことを
  ことを
	 --> した
  目的と
	 --> した
  した
	 --> モロ民族解放戦線
  モロ民族解放戦線
	 --> （MNLF Moro National Liberation Front） は、
  （MNLF Moro National Liberation Front） は、
	 --> 継続した
  1970年に
	 --> 開始し、
  フィリピン政府軍に対して
	 --> 開始し、
  武装闘争を
	 --> 開始し、
  開始し、
	 --> 継続した
  MNLFと
	 --> 政府軍の
  政府軍の
	 --> 武力紛争は
  武力紛争は
	 --> 継続した
  1996年まで
	 --> 継続した
  継続した
	 --> None
  1996年、
	 --> 活動している
  MNLFは
	 --> 終結し、
  フィリピン政府との
	 --> 和平協定を
  和平協定を
	 --> 締結して
  締結して
	 --> 終結し、
  武装闘争を
	 --> 終結し、
  終結し、
	 --> 受け入れ、
  フィリピン政府は
	 --> 受け入れ、
  ミンダナオ地区に
	 --> 受け入れ、
  MNLFの
	 --> イスラム教による
  イスラム教による
	 --> 自治を
  自治を
	 --> 受け入れ、
  受け入れ、
	 --> 活動している
  その後は
	 --> 活動している
  ミンダナオ・イスラム自治区の
	 --> 与党として
  与党として
	 --> 活動している
  活動している
	 --> None
  しかし
	 --> [23]
  2013年
	 --> 9月、
  9月、
	 --> 反発から、
  後述する
	 --> MILF主導の
  MILF主導の
	 --> 和平交渉への
  和平交渉への
	 --> 反発から、
  反発から、
	 --> [23]
  再び
	 --> 衝突した
  政府軍と
	 --> 衝突した
  衝突した
	 --> [23]
  [23]
	 --> None
  モロ・イスラム解放戦線
	 --> （MILF Moro Islamic Liberation Front） は、
  （MILF Moro Islamic Liberation Front） は、
	 --> 締結しようと
  モロ国民解放戦線
	 --> （MNLF） が
  （MNLF） が
	 --> 締結しようと
  フィリピン政府と
	 --> 和平協定を
  和平協定を
	 --> 締結しようと
  締結しようと
	 --> 方針転換した
  方針転換した
	 --> ことに
  ことに
	 --> 反対し、
  反対し、
	 --> 継続する
  フィリピン政府軍との
	 --> 武力闘争を
  武力闘争を
	 --> 継続する
  継続する
	 --> ために、
  ために、
	 --> 継続した
  1981年に
	 --> 分離独立し、
  MNLFから
	 --> 分離独立し、
  分離独立し、
	 --> 継続した
  フィリピン政府軍に対して
	 --> 継続した
  武装闘争を
	 --> 継続した
  継続した
	 --> None
  1997年、
	 --> 締結したが、
  MILFは
	 --> 締結したが、
  フィリピン政府と
	 --> 停戦協定を
  停戦協定を
	 --> 締結したが、
  締結したが、
	 --> 破棄された
  その
	 --> 協定は
  協定は
	 --> 破棄された
  2000年に
	 --> 破棄された
  エストラーダ政権により
	 --> 破棄された
  破棄された
	 --> None
  2003年、
	 --> 締結したが、
  MILFは
	 --> 締結したが、
  アロヨ政権と
	 --> 停戦協定を
  停戦協定を
	 --> 締結したが、
  締結したが、
	 --> 再開
  2005年に
	 --> 再開
  MILFは
	 --> 再開
  停戦協定を
	 --> 破棄して
  破棄して
	 --> 再開
  フィリピン政府軍に対する
	 --> 武力攻撃を
  武力攻撃を
	 --> 再開
  再開
	 --> None
  2012年
	 --> 10月、
  10月、
	 --> [24]
  政府との
	 --> 間で
  間で
	 --> 至る
  和平枠組み合意に
	 --> 至る
  至る
	 --> [24]
  [24]
	 --> None
  アブ・サヤフ・グループ
	 --> （Abu Sayyaf Group）は、
  （Abu Sayyaf Group）は、
	 --> 開始した
  フィリピンの
	 --> ミンダナオ島、
  ミンダナオ島、
	 --> スールー諸島、
  スールー諸島、
	 --> ボルネオ島および
  ボルネオ島および
	 --> ミャンマーなどの
  インドネシア、
	 --> マレーシア、
  マレーシア、
	 --> タイ、
  タイ、
	 --> ミャンマーなどの
  ミャンマーなどの
	 --> 東南アジア地域に
  東南アジア地域に
	 --> 統治する
  イスラム教で
	 --> 統治する
  統治する
	 --> 国家の
  国家の
	 --> 設立を
  設立を
	 --> 目ざして、
  目ざして、
	 --> 開始した
  1990年に
	 --> 開始した
  フィリピン政府に対して
	 --> 開始した
  武装闘争を
	 --> 開始した
  開始した
	 --> None
  アブ・サヤフ・グループは、
	 --> 継続中である
  フィリピン政府軍および
	 --> 一般市民に対して
  一般市民に対して
	 --> 爆弾攻撃、
  爆弾攻撃、
	 --> 暗殺、
  暗殺、
	 --> 誘拐・監禁、
  誘拐・監禁、
	 --> 身代金要求を
  身代金要求を
	 --> 繰り返し、
  繰り返し、
	 --> 継続中である
  2000年以後は
	 --> 継続中である
  活動地域を
	 --> 拡大し、
  マレーシア、
	 --> インドネシアへも
  インドネシアへも
	 --> 拡大し、
  拡大し、
	 --> 継続中である
  2013年時点、
	 --> 武力闘争を
  武力闘争を
	 --> 継続中である
  継続中である
	 --> None
  アジア通貨危機以降[編集]
	 --> None
  フィリピン経済に
	 --> 訪れたのは、
  転機が
	 --> 訪れたのは、
  訪れたのは、
	 --> 1990年代後半だった
  1990年代後半だった
	 --> None
  1997年に
	 --> 発生すると、
  アジア通貨危機が
	 --> 発生すると、
  発生すると、
	 --> 見舞われたが、
  その
	 --> あおりを
  あおりを
	 --> 受けて
  受けて
	 --> 見舞われたが、
  ペソ暴落に
	 --> 見舞われたが、
  見舞われたが、
	 --> 免れた
  経済が
	 --> バブル状態ではなかったので、
  バブル状態ではなかったので、
	 --> 免れた
  財政破綻した
	 --> 一時期国家崩壊の
  タイ、
	 --> 一時期国家崩壊の
  一時期国家崩壊の
	 --> 危機に
  危機に
	 --> 陥った
  陥った
	 --> 韓国などに
  インドネシア、
	 --> 国家破綻しかけた
  国家破綻しかけた
	 --> 韓国などに
  韓国などに
	 --> 比べると
  比べると
	 --> 早く、
  回復は
	 --> 早く、
  早く、
	 --> 免れた
  国際通貨基金
	 --> （IMF）の
  （IMF）の
	 --> 管理下に
  管理下に
	 --> なる
  なる
	 --> ことを
  ことを
	 --> 免れた
  免れた
	 --> None
  フィリピンの
	 --> 経常収支は
  経常収支は
	 --> 支えられており、
  1000万人に
	 --> 及ぶ
  及ぶ
	 --> 海外在住労働者の
  海外在住労働者の
	 --> 送金によって
  送金によって
	 --> 支えられており、
  支えられており、
	 --> [25]
  出稼ぎ、
	 --> 産業と
  特に
	 --> 産業と
  看護師は
	 --> 産業と
  フィリピンの
	 --> 産業と
  有力な
	 --> 産業と
  産業と
	 --> 言ってもよい
  言ってもよい
	 --> [25]
  [25]
	 --> None
  主要な
	 --> 貿易相手国は
  貿易相手国は
	 --> 日本であるが、
  アメリカと
	 --> 日本であるが、
  日本であるが、
	 --> 増えている
  近年は
	 --> 増えている
  距離的にも
	 --> 近い
  近い
	 --> 大韓民国との
  中華人民共和国や
	 --> 中華民国（台湾）、
  中華民国（台湾）、
	 --> 大韓民国との
  大韓民国との
	 --> 貿易も
  貿易も
	 --> 増えている
  増えている
	 --> None
  東南アジアでは
	 --> 数えられており、
  ベトナム・インドネシアと共に
	 --> 数えられており、
  NEXT11の
	 --> 一角にも
  一角にも
	 --> 数えられており、
  数えられており、
	 --> 数えられている
  今後も
	 --> 期待できる
  経済発展が
	 --> 期待できる
  期待できる
	 --> 新興国の
  新興国の
	 --> 一つに
  一つに
	 --> 数えられている
  数えられている
	 --> None
  また、
	 --> 見られた
  長年の
	 --> 懸案であった、
  懸案であった、
	 --> ミンダナオ島を
  ミンダナオ島を
	 --> する
  活動拠点と
	 --> する
  する
	 --> 南部の
  南部の
	 --> 武装ムスリム勢力に対しては、
  武装ムスリム勢力に対しては、
	 --> 見られた
  MILF
	 --> （モロ・イスラム解放戦線）との
  （モロ・イスラム解放戦線）との
	 --> 和解交渉が
  和解交渉が
	 --> 成立するなどの
  成立するなどの
	 --> 進展が
  進展が
	 --> 見られた
  見られた
	 --> None
  ミンダナオ島にも、
	 --> 入り始めている
  アメリカなどからの
	 --> 直接投資も
  直接投資も
	 --> 入り始めている
  入り始めている
	 --> None
  一方、
	 --> 活発化
  ISILへの
	 --> 支持を
  支持を
	 --> 明確化した
  明確化した
	 --> アブ・サヤフの
  アブ・サヤフの
	 --> 活動が
  活動が
	 --> 活発化
  活発化
	 --> None
  2017年
	 --> 5月、
  5月、
	 --> [26]
  フィリピン軍は、
	 --> [26]
  ミンダナオ島マラウィ市にて
	 --> なった
  アブ・サヤフと
	 --> 市街戦に
  市街戦に
	 --> なった
  なった
	 --> [26]
  [26]
	 --> None
  2018年
	 --> 7月
  7月
	 --> 26日、
  26日、
	 --> 署名[27]
  ロドリゴ・ドゥテルテ大統領は
	 --> 署名[27]
  ムスリムによる
	 --> 自治政府樹立を
  自治政府樹立を
	 --> 認める
  認める
	 --> 「バンサモロ基本法」に
  「バンサモロ基本法」に
	 --> 署名[27]
  署名[27]
	 --> None
  翌年の
	 --> 住民投票の
  住民投票の
	 --> 結果、
  結果、
	 --> 発足した
  従来の
	 --> イスラム教徒ミンダナオ自治地域よりも
  イスラム教徒ミンダナオ自治地域よりも
	 --> 有する
  強い
	 --> 自治権を
  自治権を
	 --> 有する
  有する
	 --> バンサモロ自治地域が
  バンサモロ自治地域が
	 --> 発足した
  発足した
	 --> None
  2020年以降、
	 --> 難しくなった
  新型コロナウイルスの
	 --> 感染拡大に
  世界的な
	 --> 感染拡大に
  感染拡大に
	 --> 伴い、
  伴い、
	 --> 難しくなった
  海外へ
	 --> 赴く
  赴く
	 --> フィリピンに
  出稼ぎ者や
	 --> フィリピンに
  フィリピンに
	 --> 来訪する
  来訪する
	 --> 観光客の
  観光客の
	 --> 出入国が
  出入国が
	 --> 難しくなった
  難しくなった
	 --> None
  さらに
	 --> 行われ、
  2021年
	 --> 8月から
  8月から
	 --> 10月には
  10月には
	 --> 行われ、
  マニラを
	 --> 中心に
  中心に
	 --> 防止する
  感染拡大を
	 --> 防止する
  防止する
	 --> ために
  ために
	 --> 行われ、
  ロックダウンも
	 --> 行われ、
  行われ、
	 --> 28][29]
  国内の
	 --> 経済は
  経済は
	 --> 28][29]
  大きな
	 --> ダメージを
  ダメージを
	 --> 受けた
  受けた
	 --> [
  [
	 --> 28][29]
  28][29]
	 --> None
  2022年
	 --> 初頭、
  初頭、
	 --> 行われ、
  感染者数が
	 --> 見せた
  減少傾向を
	 --> 見せた
  見せた
	 --> タイミングで
  タイミングで
	 --> 行われ、
  入国制限を
	 --> 行われ、
  緩和が
	 --> 行われ、
  行われ、
	 --> [30]
  同年
	 --> 3月末の
  3月末の
	 --> 時点で
  時点で
	 --> 予約件数は、
  海外からの
	 --> 観光客の
  観光客の
	 --> 予約件数は、
  予約件数は、
	 --> [30]
  2019年の
	 --> 72%の
  72%の
	 --> レベルまで
  レベルまで
	 --> 回復する
  回復する
	 --> 傾向を
  傾向を
	 --> 見せた
  見せた
	 --> [30]
  [30]
	 --> None
  政治[編集]
	 --> None
  元首・行政[編集]
	 --> None
  大統領を
	 --> する
  元首と
	 --> する
  する
	 --> 共和制国家であり、
  共和制国家であり、
	 --> 長である
  フィリピンの
	 --> 大統領は
  大統領は
	 --> 長である
  行政府の
	 --> 長である
  長である
	 --> None
  大統領と
	 --> 副大統領は、
  副大統領は、
	 --> 選出される
  同日に
	 --> 選出される
  別枠で
	 --> 選出される
  国民の
	 --> 直接選挙により
  直接選挙により
	 --> 選出される
  選出される
	 --> None
  任期は
	 --> 6年で、
  6年で、
	 --> 禁止されている
  フィリピン憲法の
	 --> 規定により、
  規定により、
	 --> 禁止されている
  再選は
	 --> 禁止されている
  禁止されている
	 --> None
  2022年フィリピン大統領選挙では、
	 --> [31]
  ボンボン・マルコスが
	 --> 当選した
  当選した
	 --> [31]
  [31]
	 --> None
  立法[編集]
	 --> None
  議会は、
	 --> （二院制）
  元老院
	 --> （上院）と
  （上院）と
	 --> （下院）の
  代議院
	 --> （下院）の
  （下院）の
	 --> 両院制
  両院制
	 --> （二院制）
  （二院制）
	 --> None
  上院は、
	 --> 任期6年
  24議席で
	 --> 任期6年
  任期6年
	 --> None
  3年ごとに
	 --> 半数改選
  半数改選
	 --> None
  下院は、
	 --> 規定されているが、
  憲法上は
	 --> 250議席以下と
  250議席以下と
	 --> 規定されているが、
  規定されているが、
	 --> 214議席
  現在は
	 --> 214議席
  214議席
	 --> None
  20%を
	 --> 選出され
  政党別の
	 --> 候補者リストから、
  候補者リストから、
	 --> 選出され
  残りを
	 --> 選出され
  小選挙区制で
	 --> 選出され
  選出され
	 --> 3年である
  任期は
	 --> 3年である
  3年である
	 --> None
  選挙は、
	 --> [注釈 1]
  西暦が
	 --> 割り切れる
  3で
	 --> 割り切れる
  割り切れる
	 --> 年に
  年に
	 --> 行われる
  行われる
	 --> [注釈 1]
  [注釈 1]
	 --> None
  アロヨ政権は
	 --> 提案したが
  現在の
	 --> 大統領制から
  大統領制から
	 --> 議院内閣制へ、
  議院内閣制へ、
	 --> 移行する
  両院制議会から
	 --> 移行する
  一院制へ
	 --> 移行する
  移行する
	 --> 憲法改正を
  憲法改正を
	 --> 提案したが
  提案したが
	 --> 見られなかった
  進展は
	 --> 見られなかった
  見られなかった
	 --> None
  なお、
	 --> 任期3年である
  地方自治体の
	 --> 州、
  州、
	 --> 議員は
  市町村の
	 --> 正副首長と
  正副首長と
	 --> 議員は
  地方議会の
	 --> 議員は
  議員は
	 --> 任期3年である
  任期3年である
	 --> None
  憲法[編集]
	 --> None
  フィリピン初の
	 --> 憲法は
  憲法は
	 --> マロロス憲法であり、
  1899年に
	 --> 公布された
  公布された
	 --> マロロス憲法であり、
  マロロス憲法であり、
	 --> 憲法であった
  アジア初の
	 --> 共和制を
  共和制を
	 --> 定めた
  定めた
	 --> 憲法であった
  憲法であった
	 --> None
  次は
	 --> [注釈 2]
  1902年の
	 --> フィリピン組織法
  フィリピン組織法
	 --> （クーパー法）で
  （クーパー法）で
	 --> 設置された
  選挙による
	 --> 議会が
  議会が
	 --> 設置された
  設置された
	 --> [注釈 2]
  [注釈 2]
	 --> None
  1935年に
	 --> 実施され、
  アメリカ合衆国大統領フランクリン・ルーズベルトの
	 --> 承認と
  承認と
	 --> 賛成で
  国民の
	 --> 賛成で
  賛成で
	 --> 実施され、
  フィリピン1935年憲法が
	 --> 実施され、
  実施され、
	 --> 成立
  フィリピン・コモンウェルスが
	 --> 成立
  成立
	 --> None
  大統領の
	 --> 権限
  権限
	 --> 管理するなど）が
  （行政各部だけでなく
	 --> 地方自治まで
  地方自治まで
	 --> 管理するなど）が
  管理するなど）が
	 --> 強化された
  強化された
	 --> [注釈 3]
  [注釈 3]
	 --> None
  1971年
	 --> 6月に
  6月に
	 --> 開催され、
  憲法制定会議が
	 --> 開催され、
  開催され、
	 --> 着手した
  全面的な
	 --> 改正に
  改正に
	 --> 着手した
  着手した
	 --> None
  熱心な
	 --> 討議の
  討議の
	 --> 末、
  末、
	 --> 実施された
  新憲法草案は
	 --> 承認され、
  1972年
	 --> 11月に
  11月に
	 --> 入って
  入って
	 --> 承認され、
  承認され、
	 --> 実施された
  1973年
	 --> 1月に
  1月に
	 --> 実施された
  実施された
	 --> None
  この
	 --> フィリピン1973年憲法は、
  フィリピン1973年憲法は、
	 --> 特徴である
  大統領制下での
	 --> 議院内閣制が
  議院内閣制が
	 --> 特徴である
  特徴である
	 --> None
  しかし、
	 --> 5][32]
  欠点[注釈
	 --> 4] も
  4] も
	 --> あり、
  あり、
	 --> 5][32]
  1980年と
	 --> 1981年に
  1981年に
	 --> 改正された
  一部
	 --> 改正された
  改正された
	 --> 5][32]
  [注釈
	 --> 5][32]
  5][32]
	 --> None
  国際関係[編集]
	 --> None
  東南アジア諸国連合
	 --> （ASEAN）創設以来の
  （ASEAN）創設以来の
	 --> 加盟国である
  加盟国である
	 --> None
  日本との
	 --> 関係[編集]
  関係[編集]
	 --> None
  アメリカとの
	 --> 関係[編集]
  関係[編集]
	 --> None
  アメリカの
	 --> 支配を
  支配を
	 --> 受けていた
  受けていた
	 --> 経緯から、
  経緯から、
	 --> 深い
  日本と
	 --> 同じく
  同じく
	 --> 深い
  軍事的、
	 --> 経済的、
  経済的、
	 --> 政治的に
  政治的に
	 --> 深い
  アメリカとの
	 --> 関係が
  関係が
	 --> 深い
  深い
	 --> None
  米比相互防衛条約を
	 --> 結び、
  結び、
	 --> 加盟していた
  かつては
	 --> 加盟していた
  東南アジア条約機構に
	 --> 加盟していた
  加盟していた
	 --> None
  アメリカが
	 --> 介入した
  介入した
	 --> 20世紀後半の
  20世紀後半の
	 --> 朝鮮戦争、
  朝鮮戦争、
	 --> ベトナム戦争、
  ベトナム戦争、
	 --> 参戦
  さらには
	 --> 参戦
  21世紀
	 --> 初頭の
  初頭の
	 --> 対テロ戦争にも
  対テロ戦争にも
	 --> 参戦
  参戦
	 --> None
  反対世論が
	 --> 多かった
  多かった
	 --> イラク戦争
  イラク戦争
	 --> 同調した
  （武装勢力による
	 --> フィリピン人拉致事件で
  フィリピン人拉致事件で
	 --> 同調した
  フィリピン軍は
	 --> 同調した
  イラクから
	 --> 全面撤退した）に
  全面撤退した）に
	 --> 同調した
  同調した
	 --> None
  一方で、
	 --> なった
  かつて
	 --> あった
  クラーク空軍基地に
	 --> あった
  あった
	 --> 在比米軍の
  在比米軍の
	 --> 軍人による
  軍人による
	 --> 市民レイプ事件
  市民レイプ事件
	 --> （英語版）では、
  （英語版）では、
	 --> なった
  米兵容疑者に対し、
	 --> なった
  最高裁判所で
	 --> なる
  最高刑と
	 --> なる
  なる
	 --> 終身刑を
  終身刑を
	 --> 確定し、
  確定し、
	 --> なった
  容疑者の
	 --> 身柄の
  身柄の
	 --> 引渡しにおいて
  引渡しにおいて
	 --> なった
  米国と
	 --> 外交問題に
  外交問題に
